id,timestamp,symbol,direction,confirmation_timestamp,confirmation_close,retest_timestamp,retest_close,calibrated_entry,calibrated_stop,calibrated_target,risk_pct,status,outcome,outcome_r,outcome_timestamp,reason
Bitget_2026-09-24T07:04:58.372487+00:00_PNUTUSDT_SHORT_0.05418,2026-09-24T07:04:58.372487+00:00,PNUTUSDT,SHORT,2026-09-24T07:10:00+00:00,0.05418,2026-09-24T07:15:00+00:00,0.05418,0.05418,0.054564428571,0.053411142858,0.709540,RESOLVED,EXPANSION,2.0,2026-09-24T08:35:00+00:00,confirmed then retested
Bitget_2026-09-24T07:05:00.012386+00:00_REZUSDT_SHORT_0.003835,2026-09-24T07:05:00.012386+00:00,REZUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-24T07:05:00.383429+00:00_SANDUSDT_SHORT_0.04054,2026-09-24T07:05:00.383429+00:00,SANDUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-24T07:05:02.080427+00:00_SPKUSDT_SHORT_0.02041,2026-09-24T07:05:02.080427+00:00,SPKUSDT,SHORT,2026-09-24T07:15:00+00:00,0.0204,2026-09-24T07:20:00+00:00,0.0204,0.0204,0.020526571429,0.020146857142,0.620448,RESOLVED,FAIL,-1.0,2026-09-24T07:40:00+00:00,confirmed then retested
Bitget_2026-09-24T07:05:03.559654+00:00_SUSHIUSDT_SHORT_0.2521,2026-09-24T07:05:03.559654+00:00,SUSHIUSDT,SHORT,2026-09-24T07:15:00+00:00,0.2507,2026-09-24T07:20:00+00:00,0.2513,0.2513,0.253265714286,0.247368571428,0.782218,RESOLVED,EXPANSION,2.0,2026-09-24T08:50:00+00:00,confirmed then retested
Bitget_2026-09-24T07:05:08.433699+00:00_ZKUSDT_SHORT_0.01161,2026-09-24T07:05:08.433699+00:00,ZKUSDT,SHORT,2026-09-24T07:15:00+00:00,0.01157,2026-09-24T07:20:00+00:00,0.01157,0.01157,0.011632571429,0.011444857142,0.540808,RESOLVED,FAIL,-1.0,2026-09-24T07:55:00+00:00,confirmed then retested
Bitget_2026-09-24T10:59:19.018963+00:00_BEATUSDT_LONG_0.09049,2026-09-24T10:59:19.018963+00:00,BEATUSDT,LONG,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-24T10:59:21.583374+00:00_CELRUSDT_LONG_0.003044,2026-09-24T10:59:21.583374+00:00,CELRUSDT,LONG,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-24T10:59:48.791010+00:00_ZESTUSDT_LONG_0.18285,2026-09-24T10:59:48.791010+00:00,ZESTUSDT,LONG,2026-09-24T11:05:00+00:00,0.18319,2026-09-24T11:10:00+00:00,0.18429,0.18429,0.181795714286,0.189278571428,1.353457,RESOLVED,EXPANSION,2.0,2026-09-24T12:25:00+00:00,confirmed then retested
Bitget_2026-09-24T12:30:50.786697+00:00_BLESSUSDT_LONG_0.00966,2026-09-24T12:30:50.786697+00:00,BLESSUSDT,LONG,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-24T12:30:50.961747+00:00_BSVUSDT_SHORT_21.47,2026-09-24T12:30:50.961747+00:00,BSVUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-24T16:07:02.653213+00:00_牛来USDT_SHORT_0.10385,2026-09-24T16:07:02.653213+00:00,牛来USDT,SHORT,2026-09-24T16:15:00+00:00,0.10345,2026-09-24T17:35:00+00:00,0.10335,0.10335,0.105876571429,,2.444675,SKIPPED,,,,retest stop exceeds 2% risk cap
Bitget_2026-09-25T07:41:09.272022+00:00_龙虾USDT_SHORT_0.132940771429,2026-09-25T07:41:09.272022+00:00,龙虾USDT,SHORT,2026-09-25T07:50:00+00:00,0.128872,,,,,,,SKIPPED,,,,confirmation candle already touched original stop/target
