id,timestamp,symbol,provider,price
2026-09-13T17:30:00+00:00_AMDUSDT,2026-09-13T17:30:00+00:00,AMDUSDT,Bitget,501.73
2026-09-13T17:30:00+00:00_POLUSDT,2026-09-13T17:30:00+00:00,POLUSDT,Bitget,0.09709
2026-09-13T17:30:00+00:00_VVVUSDT,2026-09-13T17:30:00+00:00,VVVUSDT,Bitget,22.124
2026-09-13T17:30:00+00:00_COTIUSDT,2026-09-13T17:30:00+00:00,COTIUSDT,Bitget,0.01628
2026-09-13T17:30:00+00:00_GRAMUSDT,2026-09-13T17:30:00+00:00,GRAMUSDT,Bitget,1.3551
2026-09-13T17:30:00+00:00_TIAUSDT,2026-09-13T17:30:00+00:00,TIAUSDT,Bitget,0.3589
2026-09-13T17:30:00+00:00_ORDIUSDT,2026-09-13T17:30:00+00:00,ORDIUSDT,Bitget,4.127
2026-09-13T17:30:00+00:00_SPCXUSDT,2026-09-13T17:30:00+00:00,SPCXUSDT,Bitget,149.33
2026-09-13T17:30:00+00:00_TSLAUSDT,2026-09-13T17:30:00+00:00,TSLAUSDT,Bitget,363.35
2026-09-13T17:30:00+00:00_CVCUSDT,2026-09-13T17:30:00+00:00,CVCUSDT,Bitget,0.0351
2026-09-13T17:30:00+00:00_CRCLUSDT,2026-09-13T17:30:00+00:00,CRCLUSDT,Bitget,90.7
2026-09-13T17:30:00+00:00_ORCAUSDT,2026-09-13T17:30:00+00:00,ORCAUSDT,Bitget,1.358
2026-09-13T17:30:00+00:00_ICPUSDT,2026-09-13T17:30:00+00:00,ICPUSDT,Bitget,2.782
2026-09-13T17:30:00+00:00_IOSTUSDT,2026-09-13T17:30:00+00:00,IOSTUSDT,Bitget,0.0007768
2026-09-13T17:30:00+00:00_BABYUSDT,2026-09-13T17:30:00+00:00,BABYUSDT,Bitget,0.01213
2026-09-13T17:30:00+00:00_HYPEUSDT,2026-09-13T17:30:00+00:00,HYPEUSDT,Bitget,78.316
2026-09-13T17:30:00+00:00_AAPLUSDT,2026-09-13T17:30:00+00:00,AAPLUSDT,Bitget,331.35
2026-09-13T17:30:00+00:00_ARUSDT,2026-09-13T17:30:00+00:00,ARUSDT,Bitget,2.805
2026-09-13T17:30:00+00:00_ZROUSDT,2026-09-13T17:30:00+00:00,ZROUSDT,Bitget,1.0273
2026-09-13T17:30:00+00:00_STRKUSDT,2026-09-13T17:30:00+00:00,STRKUSDT,Bitget,0.028905
2026-09-13T17:30:00+00:00_AKTUSDT,2026-09-13T17:30:00+00:00,AKTUSDT,Bitget,0.5437
2026-09-13T17:30:00+00:00_AXONUSDT,2026-09-13T17:30:00+00:00,AXONUSDT,Bitget,480.8
2026-09-13T17:30:00+00:00_CRWVUSDT,2026-09-13T17:30:00+00:00,CRWVUSDT,Bitget,85.83
2026-09-13T17:30:00+00:00_JTOUSDT,2026-09-13T17:30:00+00:00,JTOUSDT,Bitget,0.4341
2026-09-13T17:30:00+00:00_WIFUSDT,2026-09-13T17:30:00+00:00,WIFUSDT,Bitget,0.191
2026-09-13T17:30:00+00:00_BTWUSDT,2026-09-13T17:30:00+00:00,BTWUSDT,Bitget,0.686378
2026-09-13T17:30:00+00:00_JUPUSDT,2026-09-13T17:30:00+00:00,JUPUSDT,Bitget,0.2352
2026-09-13T17:30:00+00:00_GUSDT,2026-09-13T17:30:00+00:00,GUSDT,Bitget,0.003746
2026-09-13T17:30:00+00:00_UAIUSDT,2026-09-13T17:30:00+00:00,UAIUSDT,Bitget,0.49777
2026-09-13T17:30:00+00:00_DOTUSDT,2026-09-13T17:30:00+00:00,DOTUSDT,Bitget,1.018
2026-09-13T17:30:00+00:00_BEATUSDT,2026-09-13T17:30:00+00:00,BEATUSDT,Bitget,0.0834
2026-09-13T17:30:00+00:00_OPENAIUSDT,2026-09-13T17:30:00+00:00,OPENAIUSDT,Bitget,1412.49
2026-09-13T17:30:00+00:00_PYTHUSDT,2026-09-13T17:30:00+00:00,PYTHUSDT,Bitget,0.05605
2026-09-13T17:30:00+00:00_BILLUSDT,2026-09-13T17:30:00+00:00,BILLUSDT,Bitget,0.013
2026-09-13T17:30:00+00:00_GPROUSDT,2026-09-13T17:30:00+00:00,GPROUSDT,Bitget,1.3265
2026-09-13T17:30:00+00:00_ALGOUSDT,2026-09-13T17:30:00+00:00,ALGOUSDT,Bitget,0.0952
2026-09-13T17:30:00+00:00_BGBUSDT,2026-09-13T17:30:00+00:00,BGBUSDT,Bitget,1.9418
2026-09-13T17:30:00+00:00_EGLDUSDT,2026-09-13T17:30:00+00:00,EGLDUSDT,Bitget,4.176
2026-09-13T17:30:00+00:00_UNIUSDT,2026-09-13T17:30:00+00:00,UNIUSDT,Bitget,6.324
2026-09-13T17:30:00+00:00_ETHFIUSDT,2026-09-13T17:30:00+00:00,ETHFIUSDT,Bitget,0.6436
2026-09-13T17:30:00+00:00_FLYUSDT,2026-09-13T17:30:00+00:00,FLYUSDT,Bitget,20.85
2026-09-13T17:30:00+00:00_TAOUSDT,2026-09-13T17:30:00+00:00,TAOUSDT,Bitget,235.92
2026-09-13T17:30:00+00:00_CKBUSDT,2026-09-13T17:30:00+00:00,CKBUSDT,Bitget,0.001178
2026-09-13T17:30:00+00:00_CRVUSDT,2026-09-13T17:30:00+00:00,CRVUSDT,Bitget,0.3492
2026-09-13T17:30:00+00:00_AEROUSDT,2026-09-13T17:30:00+00:00,AEROUSDT,Bitget,0.5657
2026-09-13T17:30:00+00:00_PUNDIXUSDT,2026-09-13T17:30:00+00:00,PUNDIXUSDT,Bitget,0.11168
2026-09-13T17:30:00+00:00_STEEMUSDT,2026-09-13T17:30:00+00:00,STEEMUSDT,Bitget,0.06038
2026-09-13T17:30:00+00:00_PUMPUSDT,2026-09-13T17:30:00+00:00,PUMPUSDT,Bitget,0.003616
2026-09-13T17:30:00+00:00_RKLBUSDT,2026-09-13T17:30:00+00:00,RKLBUSDT,Bitget,62.39
2026-09-13T17:30:00+00:00_FILUSDT,2026-09-13T17:30:00+00:00,FILUSDT,Bitget,0.9631
2026-09-13T17:30:00+00:00_VTHOUSDT,2026-09-13T17:30:00+00:00,VTHOUSDT,Bitget,0.000819
2026-09-13T17:30:00+00:00_ANTHROPICUSDT,2026-09-13T17:30:00+00:00,ANTHROPICUSDT,Bitget,2065.26
2026-09-13T17:30:00+00:00_INJUSDT,2026-09-13T17:30:00+00:00,INJUSDT,Bitget,6.171
2026-09-13T17:30:00+00:00_XPLUSDT,2026-09-13T17:30:00+00:00,XPLUSDT,Bitget,0.08133
2026-09-13T17:30:00+00:00_DASHUSDT,2026-09-13T17:30:00+00:00,DASHUSDT,Bitget,54.45
2026-09-13T17:30:00+00:00_ENAUSDT,2026-09-13T17:30:00+00:00,ENAUSDT,Bitget,0.14066
2026-09-13T17:30:00+00:00_SPXUSDT,2026-09-13T17:30:00+00:00,SPXUSDT,Bitget,0.4919
2026-09-13T17:30:00+00:00_PEPEUSDT,2026-09-13T17:30:00+00:00,PEPEUSDT,Bitget,3.4112e-06
2026-09-13T17:30:00+00:00_BCHUSDT,2026-09-13T17:30:00+00:00,BCHUSDT,Bitget,224.54
2026-09-13T17:30:00+00:00_LINKUSDT,2026-09-13T17:30:00+00:00,LINKUSDT,Bitget,11.388
2026-09-13T17:30:00+00:00_POWRUSDT,2026-09-13T17:30:00+00:00,POWRUSDT,Bitget,0.05935
2026-09-13T17:30:00+00:00_BNBUSDT,2026-09-13T17:30:00+00:00,BNBUSDT,Bitget,720.55
2026-09-13T17:30:00+00:00_DELLUSDT,2026-09-13T17:30:00+00:00,DELLUSDT,Bitget,548.52
2026-09-13T17:30:00+00:00_GASUSDT,2026-09-13T17:30:00+00:00,GASUSDT,Bitget,1.307
2026-09-13T17:30:00+00:00_VELVETUSDT,2026-09-13T17:30:00+00:00,VELVETUSDT,Bitget,0.05174
2026-09-13T17:30:00+00:00_LASERTECUSDT,2026-09-13T17:30:00+00:00,LASERTECUSDT,Bitget,224.01
